"","year","subarea","mean","sd"
"1",2021,"NMAB",7.52389140498144,3.52729044781377
"2",2022,"NMAB",7.25033907739283,3.06343041719544
"3",2023,"NMAB",7.59166027524016,2.88780363759973
"4",2021,"SMAB",5.62984585405787,3.44794509299055
"5",2022,"SMAB",5.81020864679993,3.62059347543516
"6",2023,"SMAB",6.12739784139204,3.48207237649919
