"","Region","year","month","bt_temp"
"139","North",2000,7,10.2893947658893
"140","North",2000,8,10.2933456743711
"141","North",2000,9,11.2093719260856
"142","North",2000,10,12.3864142292809
"143","North",2000,11,11.9040627029786
"144","North",2000,12,10.0087888537378
"145","North",2001,1,7.76803083560817
"146","North",2001,2,7.52665024189384
"147","North",2001,3,6.41437380535069
"148","North",2001,4,6.5429965009419
"149","North",2001,5,7.52125115308671
"150","North",2001,6,9.38027524903976
"151","North",2001,7,10.6841916093933
"152","North",2001,8,11.5118174763007
"153","North",2001,9,12.1267377976514
"154","North",2001,10,13.1303362658656
"155","North",2001,11,13.2752175587095
"156","North",2001,12,12.7212994781415
"157","North",2002,1,10.745825605327
"158","North",2002,2,8.87751834431193
"159","North",2002,3,8.20646293017461
"160","North",2002,4,8.32069987896636
"161","North",2002,5,8.77760525372003
"162","North",2002,6,9.29650154451376
"163","North",2002,7,9.44882806680083
"164","North",2002,8,9.90700537468482
"165","North",2002,9,11.1459867348991
"166","North",2002,10,12.7176519585321
"167","North",2002,11,13.358215942159
"168","North",2002,12,11.9548472982421
"169","North",2003,1,8.69852230576502
"170","North",2003,2,6.41407734959371
"171","North",2003,3,4.84491078484167
"172","North",2003,4,5.35055646741284
"173","North",2003,5,6.42986589817698
"174","North",2003,6,7.75553825056881
"175","North",2003,7,9.04368500681858
"176","North",2003,8,9.98891653083753
"177","North",2003,9,11.1125265329235
"178","North",2003,10,11.6885950433264
"179","North",2003,11,12.3634779297859
"180","North",2003,12,11.002327663871
"181","North",2004,1,8.6662677513288
"182","North",2004,2,5.53671524857324
"183","North",2004,3,4.47021330158627
"184","North",2004,4,5.46561530487462
"185","North",2004,5,6.08561321026339
"186","North",2004,6,6.24461650783486
"187","North",2004,7,6.86302773342409
"188","North",2004,8,7.79935721103285
"189","North",2004,9,9.30821644299694
"190","North",2004,10,11.3592767982243
"191","North",2004,11,11.9598900481346
"192","North",2004,12,10.8163525104469
"193","North",2005,1,8.20423546909145
"194","North",2005,2,5.77818271209043
"195","North",2005,3,5.30128574604321
"196","North",2005,4,4.72708923499694
"197","North",2005,5,6.31717427493933
"198","North",2005,6,8.1077543731315
"199","North",2005,7,9.61595129797573
"200","North",2005,8,10.6333417230542
"201","North",2005,9,10.4235257939878
"202","North",2005,10,11.6028639503344
"203","North",2005,11,12.4602769991865
"204","North",2005,12,12.0370415446996
"205","North",2006,1,10.5353347918852
"206","North",2006,2,8.87029863091743
"207","North",2006,3,7.77383693795798
"208","North",2006,4,7.72612674030581
"209","North",2006,5,8.31071417600474
"210","North",2006,6,9.41540255234251
"211","North",2006,7,10.3171909654217
"212","North",2006,8,10.5483910731637
"213","North",2006,9,12.525648206263
"214","North",2006,10,13.1519335535898
"215","North",2006,11,12.940444944526
"216","North",2006,12,12.5336736686949
"217","North",2007,1,11.4726704851376
"218","North",2007,2,8.20063164701179
"219","North",2007,3,6.60948931733057
"220","North",2007,4,6.2372107563792
"221","North",2007,5,5.72466738613791
"222","North",2007,6,7.35392170059939
"223","North",2007,7,8.84791747347144
"224","North",2007,8,9.17581261629476
"225","North",2007,9,9.77148145791437
"226","North",2007,10,10.2785428413318
"227","North",2007,11,10.4865927342385
"228","North",2007,12,9.77353093784552
"229","North",2008,1,8.75482612993193
"230","North",2008,2,7.45246814263208
"231","North",2008,3,7.00178618641018
"232","North",2008,4,6.93307331227523
"233","North",2008,5,7.29019493223439
"234","North",2008,6,8.34392189908257
"235","North",2008,7,9.3329119062918
"236","North",2008,8,9.67752234574726
"237","North",2008,9,10.1286581282324
"238","North",2008,10,11.3194936600888
"239","North",2008,11,12.204428806263
"240","North",2008,12,12.549544153063
"241","North",2009,1,10.7212547144244
"242","North",2009,2,8.80236236547182
"243","North",2009,3,7.9687580509855
"244","North",2009,4,7.39379981866055
"245","North",2009,5,7.65159110618526
"246","North",2009,6,8.15997464538838
"247","North",2009,7,8.87159716049719
"248","North",2009,8,10.1698485952945
"249","North",2009,9,11.6588972692171
"250","North",2009,10,13.1685727156555
"251","North",2009,11,13.8065675929786
"252","North",2009,12,13.3969721109441
"253","North",2010,1,9.70815425297425
"254","North",2010,2,7.22383883887287
"255","North",2010,3,5.58321252497189
"256","North",2010,4,6.51260095631193
"257","North",2010,5,7.91849386868304
"258","North",2010,6,8.88168518345566
"259","North",2010,7,9.16017103983427
"260","North",2010,8,9.77755046204794
"261","North",2010,9,11.4574831730459
"262","North",2010,10,12.8301640173365
"263","North",2010,11,12.4405437849297
"264","North",2010,12,10.6545823108257
"265","North",2011,1,7.97134118030778
"266","North",2011,2,6.46686920344692
"267","North",2011,3,5.92444951366085
"268","North",2011,4,6.31404165083792
"269","North",2011,5,6.95535828180527
"270","North",2011,6,8.4103332664526
"271","North",2011,7,9.49987633500444
"272","North",2011,8,9.22262601231725
"273","North",2011,9,10.9766381954679
"274","North",2011,10,12.1893917991477
"275","North",2011,11,12.7181501774006
"276","North",2011,12,13.6207869459899
"277","North",2012,1,11.8677444065226
"278","North",2012,2,10.6957214452262
"279","North",2012,3,10.1060584915833
"280","North",2012,4,10.3339316947645
"281","North",2012,5,10.4473749863273
"282","North",2012,6,10.5144732354985
"283","North",2012,7,10.9201068392483
"284","North",2012,8,10.9891686828943
"285","North",2012,9,11.5293825015474
"286","North",2012,10,12.2915462998639
"287","North",2012,11,13.6889161729602
"288","North",2012,12,12.6912973150163
"289","North",2013,1,10.1467361720805
"290","North",2013,2,7.78655457246396
"291","North",2013,3,6.90378419245339
"292","North",2013,4,7.37213689346789
"293","North",2013,5,8.24798651825392
"294","North",2013,6,9.37235024214679
"295","North",2013,7,10.586100009926
"296","North",2013,8,11.0729600412075
"297","North",2013,9,12.3483234568807
"298","North",2013,10,14.4504704539272
"299","North",2013,11,14.5029248039878
"300","North",2013,12,12.2953827539272
"301","North",2014,1,9.38242648292394
"302","North",2014,2,7.36623252543906
"303","North",2014,3,6.55670646898491
"304","North",2014,4,6.43697629591437
"305","North",2014,5,7.97451716055638
"306","North",2014,6,9.19160926062997
"307","North",2014,7,10.6920325967387
"308","North",2014,8,11.5791064458005
"309","North",2014,9,12.4631077283058
"310","North",2014,10,14.4004369547854
"311","North",2014,11,14.6053926317187
"312","North",2014,12,13.0032796649245
"313","North",2015,1,11.1668736116129
"314","North",2015,2,8.31611818194823
"315","North",2015,3,7.12266397578278
"316","North",2015,4,6.94077056604281
"317","North",2015,5,8.25507022183486
"318","North",2015,6,9.50965293782263
"319","North",2015,7,10.7699264723054
"320","North",2015,8,11.7948673433383
"321","North",2015,9,13.1453931891193
"322","North",2015,10,14.9378515036046
"323","North",2015,11,14.9144033726911
"324","North",2015,12,13.9155565357206
"325","North",2016,1,11.3012815200474
"326","North",2016,2,8.85213870953496
"327","North",2016,3,7.96166745812962
"328","North",2016,4,8.06014307887462
"329","North",2016,5,8.76810277757325
"330","North",2016,6,9.51999957414679
"331","North",2016,7,10.3118794793075
"332","North",2016,8,11.3915643509914
"333","North",2016,9,12.5022300214434
"334","North",2016,10,13.9646963662385
"335","North",2016,11,13.895924085737
"336","North",2016,12,12.9355158535129
"337","North",2017,1,10.7380337361941
"338","North",2017,2,8.56374955932503
"339","North",2017,3,7.09397084960047
"340","North",2017,4,6.68515523275841
"341","North",2017,5,7.19611007562001
"342","North",2017,6,8.20832523921101
"343","North",2017,7,8.47600565953241
"344","North",2017,8,9.76685457526487
"345","North",2017,9,11.9576613174128
"346","North",2017,10,13.6726362378218
"347","North",2017,11,14.0317923542569
"348","North",2017,12,13.4822235808938
"349","North",2018,1,9.26469341197396
"350","North",2018,2,7.78015782941022
"351","North",2018,3,6.55093877915951
"352","North",2018,4,6.41937003782263
"353","North",2018,5,7.20265807028707
"354","North",2018,6,8.50761793885015
"355","North",2018,7,9.26552470326132
"356","North",2018,8,10.005206837301
"357","North",2018,9,11.5733910975841
"358","North",2018,10,12.413174524522
"359","North",2018,11,12.4057077937187
"360","North",2018,12,11.9534068174134
"361","North",2019,1,9.50413101242971
"362","North",2019,2,7.96373729334862
"363","North",2019,3,6.65098363660846
"364","North",2019,4,6.8833298233945
"365","North",2019,5,7.36255018907369
"366","North",2019,6,7.50264456756575
"367","North",2019,7,9.21155450406629
"368","North",2019,8,11.1554223374667
"369","North",2019,9,13.30795831263
"370","North",2019,10,15.1648689437881
"371","North",2019,11,14.9775065033578
"372","North",2019,12,12.7219013051021
"373","North",2020,1,9.62506121277893
"374","North",2020,2,8.1450690758937
"375","North",2020,3,8.06032598123113
"376","North",2020,4,8.34092116181651
"377","North",2020,5,8.25104817432968
"378","North",2020,6,8.4979675519266
"379","North",2020,7,9.72291979731281
"380","North",2020,8,10.7517731670849
"381","North",2020,9,12.8871083534312
"382","North",2020,10,14.8547511000651
"383","North",2020,11,15.0803230799817
"384","North",2020,12,12.9157356089435
"385","North",2021,1,10.3013452448476
"386","North",2021,2,8.26238667598296
"387","North",2021,3,8.05820941711749
"388","North",2021,4,8.5799465597737
"389","North",2021,5,9.06202798061557
"390","North",2021,6,9.36761698752905
"391","North",2021,7,10.002630386931
"392","North",2021,8,11.377172198538
"393","North",2021,9,14.3522573044954
"394","North",2021,10,15.3012471105653
"395","North",2021,11,14.6506054510153
"396","North",2021,12,12.7107463459959
"397","South",1989,1,9.56420339463453
"398","South",1989,2,8.26904483956211
"399","South",1989,3,6.58845376238362
"400","South",1989,4,8.61976002343578
"401","South",1989,5,9.72083640541083
"402","South",1989,6,10.0569704517738
"403","South",1989,7,11.0903346623065
"404","South",1989,8,10.9190185010838
"405","South",1989,9,12.9388832450609
"406","South",1989,10,14.8278594769837
"407","South",1989,11,14.9501438783162
"408","South",1989,12,12.5256621787634
"409","South",1990,1,8.9418621434611
"410","South",1990,2,8.94957228300522
"411","South",1990,3,8.63017971837274
"412","South",1990,4,9.92633710282314
"413","South",1990,5,10.8205690766893
"414","South",1990,6,11.127940749274
"415","South",1990,7,11.7194525895638
"416","South",1990,8,11.9348685005715
"417","South",1990,9,14.3092030251931
"418","South",1990,10,15.5569835048941
"419","South",1990,11,14.055794796077
"420","South",1990,12,13.4899224543909
"421","South",1991,1,10.4079578193686
"422","South",1991,2,8.58954486113514
"423","South",1991,3,8.12664835861171
"424","South",1991,4,9.57165044653737
"425","South",1991,5,10.616144059252
"426","South",1991,6,10.9541623347416
"427","South",1991,7,11.3356707555628
"428","South",1991,8,10.9128881443691
"429","South",1991,9,13.4376329989088
"430","South",1991,10,15.7138987860884
"431","South",1991,11,14.8321914120715
"432","South",1991,12,14.5338019230811
"433","South",1992,1,10.4994885325641
"434","South",1992,2,8.33611207242775
"435","South",1992,3,9.251276637783
"436","South",1992,4,9.04385375852482
"437","South",1992,5,9.67988347866002
"438","South",1992,6,10.3245565726797
"439","South",1992,7,11.07578431703
"440","South",1992,8,10.9781019046473
"441","South",1992,9,12.9647995958447
"442","South",1992,10,15.1686565199813
"443","South",1992,11,14.0572902686083
"444","South",1992,12,13.1430770701204
"445","South",1993,1,9.08928584374681
"446","South",1993,2,6.96898621084044
"447","South",1993,3,5.96741593373541
"448","South",1993,4,6.73389043347544
"449","South",1993,5,8.39449226222152
"450","South",1993,6,9.86421490898904
"451","South",1993,7,11.6984019693293
"452","South",1993,8,12.3215250058112
"453","South",1993,9,12.5623660998335
"454","South",1993,10,13.9169034742643
"455","South",1993,11,13.7600722522696
"456","South",1993,12,11.6439849654395
"457","South",1994,1,9.80026733388079
"458","South",1994,2,6.82080150673395
"459","South",1994,3,6.34902202279675
"460","South",1994,4,7.7297832754933
"461","South",1994,5,9.63021246567522
"462","South",1994,6,11.8027714176492
"463","South",1994,7,12.3742707224038
"464","South",1994,8,12.3737413600723
"465","South",1994,9,14.0265414649898
"466","South",1994,10,14.6992619128521
"467","South",1994,11,14.6910038683963
"468","South",1994,12,12.5553922259165
"469","South",1995,1,10.1872487770186
"470","South",1995,2,8.40304620887854
"471","South",1995,3,8.00503801510353
"472","South",1995,4,8.94794451742996
"473","South",1995,5,9.69895246599741
"474","South",1995,6,10.6657962494519
"475","South",1995,7,11.7209797340497
"476","South",1995,8,14.7227365908805
"477","South",1995,9,16.0914113830207
"478","South",1995,10,16.3189773503949
"479","South",1995,11,14.7434724469022
"480","South",1995,12,11.2263992382107
"481","South",1996,1,7.4816582509921
"482","South",1996,2,6.20253105399639
"483","South",1996,3,6.38272838534439
"484","South",1996,4,6.72916903253756
"485","South",1996,5,8.65318766991474
"486","South",1996,6,9.23325771618352
"487","South",1996,7,10.7387339266826
"488","South",1996,8,11.6921653035283
"489","South",1996,9,12.8248646824036
"490","South",1996,10,13.5478909875997
"491","South",1996,11,12.3822405167438
"492","South",1996,12,10.2661412915092
"493","South",1997,1,9.6117252360143
"494","South",1997,2,8.09736037888464
"495","South",1997,3,9.0018554089466
"496","South",1997,4,8.8944914028786
"497","South",1997,5,11.5229948872814
"498","South",1997,6,11.8205676136987
"499","South",1997,7,12.2762357378728
"500","South",1997,8,13.4719800840321
"501","South",1997,9,14.3018376044336
"502","South",1997,10,14.1879251893482
"503","South",1997,11,13.4598446095656
"504","South",1997,12,11.0887207033515
"505","South",1998,1,9.9631693957762
"506","South",1998,2,7.61598222104141
"507","South",1998,3,7.26794253249381
"508","South",1998,4,7.75287989497767
"509","South",1998,5,8.78532028270402
"510","South",1998,6,10.3545770390012
"511","South",1998,7,11.6302142655652
"512","South",1998,8,12.8253964721111
"513","South",1998,9,13.688904455473
"514","South",1998,10,13.9313084818907
"515","South",1998,11,12.9595760089728
"516","South",1998,12,12.0304140968292
"517","South",1999,1,10.8275155406153
"518","South",1999,2,8.80204727143292
"519","South",1999,3,7.77246174859927
"520","South",1999,4,8.66675386133983
"521","South",1999,5,10.4057142926133
"522","South",1999,6,12.2591874825619
"523","South",1999,7,13.884106713638
"524","South",1999,8,15.1366663171427
"525","South",1999,9,16.9821243201989
"526","South",1999,10,16.7649010614161
"527","South",1999,11,15.5093289188997
"528","South",1999,12,13.4514137663314
"529","South",2000,1,10.9355024449923
"530","South",2000,2,8.11277786575665
"531","South",2000,3,8.01412134757377
"532","South",2000,4,9.75547694869265
"533","South",2000,5,10.832712032038
"534","South",2000,6,12.2436007788185
"535","South",2000,7,12.244328183592
"536","South",2000,8,12.8740190422066
"537","South",2000,9,14.8501807653877
"538","South",2000,10,15.3742193257004
"539","South",2000,11,13.528024670138
"540","South",2000,12,11.4406584400416
"541","South",2001,1,8.72404948114023
"542","South",2001,2,7.77828026597355
"543","South",2001,3,6.96636090692704
"544","South",2001,4,7.39683260060089
"545","South",2001,5,8.78334955384857
"546","South",2001,6,9.99259701018676
"547","South",2001,7,11.6681071401399
"548","South",2001,8,13.2485420891517
"549","South",2001,9,14.9110356758668
"550","South",2001,10,16.2344644939059
"551","South",2001,11,15.2177848351807
"552","South",2001,12,13.7973143585242
"553","South",2002,1,11.6425256086951
"554","South",2002,2,9.83236513702366
"555","South",2002,3,9.89923746690896
"556","South",2002,4,10.657354943922
"557","South",2002,5,11.7053985406074
"558","South",2002,6,12.7477362216525
"559","South",2002,7,13.7901753962555
"560","South",2002,8,14.2703920909159
"561","South",2002,9,15.3177996620463
"562","South",2002,10,16.1212669094495
"563","South",2002,11,14.6537535320585
"564","South",2002,12,11.5947067912341
"565","South",2003,1,8.9293269701387
"566","South",2003,2,7.1835307431834
"567","South",2003,3,6.57442306293269
"568","South",2003,4,7.55043917926106
"569","South",2003,5,8.25528060020824
"570","South",2003,6,9.58949613392205
"571","South",2003,7,10.6532808399788
"572","South",2003,8,11.6915484333582
"573","South",2003,9,13.66774873676
"574","South",2003,10,14.3531365048446
"575","South",2003,11,14.3798754801056
"576","South",2003,12,11.6027850041688
"577","South",2004,1,9.03391863205768
"578","South",2004,2,6.68239639775295
"579","South",2004,3,5.84880759884091
"580","South",2004,4,6.2877297174665
"581","South",2004,5,8.16333791506817
"582","South",2004,6,8.35379518480309
"583","South",2004,7,9.08677361904444
"584","South",2004,8,9.75920308990217
"585","South",2004,9,12.3703332274624
"586","South",2004,10,13.9000325652862
"587","South",2004,11,13.7809106015875
"588","South",2004,12,12.1615467667204
"589","South",2005,1,8.67093151795214
"590","South",2005,2,6.37540669032104
"591","South",2005,3,6.49973867672783
"592","South",2005,4,7.06185233846935
"593","South",2005,5,8.27328440859691
"594","South",2005,6,9.83883100601705
"595","South",2005,7,10.5308627918235
"596","South",2005,8,12.5275688122706
"597","South",2005,9,13.860009253447
"598","South",2005,10,15.0023530102825
"599","South",2005,11,13.8529040071052
"600","South",2005,12,11.5517726308004
"601","South",2006,1,9.8609799680209
"602","South",2006,2,9.46336000522446
"603","South",2006,3,8.56433773650151
"604","South",2006,4,9.44018584526594
"605","South",2006,5,11.0081356130486
"606","South",2006,6,12.3759906525903
"607","South",2006,7,13.8804786840399
"608","South",2006,8,14.38064732073
"609","South",2006,9,15.1961866769955
"610","South",2006,10,15.7327427056697
"611","South",2006,11,14.5411511306618
"612","South",2006,12,12.9840629853876
"613","South",2007,1,11.774394809536
"614","South",2007,2,8.49979292698364
"615","South",2007,3,7.58065555344387
"616","South",2007,4,8.03605520194884
"617","South",2007,5,8.83260913744843
"618","South",2007,6,9.87903555705238
"619","South",2007,7,11.2911555616204
"620","South",2007,8,12.0603391859888
"621","South",2007,9,12.6879744861754
"622","South",2007,10,13.7552878989509
"623","South",2007,11,13.7759255776411
"624","South",2007,12,11.1534331045931
"625","South",2008,1,9.36803323113041
"626","South",2008,2,9.0582047770423
"627","South",2008,3,9.61719742940159
"628","South",2008,4,9.84294758670727
"629","South",2008,5,10.8561568122038
"630","South",2008,6,13.0130957737475
"631","South",2008,7,12.5446008804094
"632","South",2008,8,14.3029820734942
"633","South",2008,9,15.1623935238246
"634","South",2008,10,15.6314740830341
"635","South",2008,11,13.9832773026634
"636","South",2008,12,12.4387005147263
"637","South",2009,1,9.68056699326549
"638","South",2009,2,7.75294431908822
"639","South",2009,3,7.62581490760677
"640","South",2009,4,8.94099438853837
"641","South",2009,5,10.8130503203843
"642","South",2009,6,10.9804590170037
"643","South",2009,7,11.2838884399827
"644","South",2009,8,13.3715478538879
"645","South",2009,9,15.6495915460658
"646","South",2009,10,15.2609108930062
"647","South",2009,11,14.9937106617743
"648","South",2009,12,13.3469265454913
"649","South",2010,1,8.88764202586932
"650","South",2010,2,7.01747476040108
"651","South",2010,3,5.9358145818514
"652","South",2010,4,7.39775816055623
"653","South",2010,5,8.91105472209736
"654","South",2010,6,10.7374650422371
"655","South",2010,7,11.8239529135476
"656","South",2010,8,12.7308781938352
"657","South",2010,9,13.8981975819976
"658","South",2010,10,14.7351294614946
"659","South",2010,11,13.9888360839545
"660","South",2010,12,10.9633895406153
"661","South",2011,1,8.00502644627323
"662","South",2011,2,7.34502571227597
"663","South",2011,3,7.48483702117402
"664","South",2011,4,8.90276808248072
"665","South",2011,5,10.8460464614789
"666","South",2011,6,11.6457332588551
"667","South",2011,7,12.9639174644415
"668","South",2011,8,14.6568324128954
"669","South",2011,9,16.1436688784247
"670","South",2011,10,16.3848089810263
"671","South",2011,11,14.4903488586724
"672","South",2011,12,13.4930181303367
"673","South",2012,1,11.7219361938863
"674","South",2012,2,9.99689704147171
"675","South",2012,3,9.91187688408707
"676","South",2012,4,11.1076426252538
"677","South",2012,5,12.9095698599505
"678","South",2012,6,13.6022373540844
"679","South",2012,7,14.6643305603277
"680","South",2012,8,15.4177344148167
"681","South",2012,9,16.2630679655095
"682","South",2012,10,15.6215754802483
"683","South",2012,11,13.7328940489241
"684","South",2012,12,12.3112507835881
"685","South",2013,1,10.4114108125182
"686","South",2013,2,8.88830949641552
"687","South",2013,3,7.26954423465483
"688","South",2013,4,8.29127743602923
"689","South",2013,5,10.1449644586264
"690","South",2013,6,12.8074178197036
"691","South",2013,7,13.6712284522337
"692","South",2013,8,14.0111975768378
"693","South",2013,9,14.3942206780918
"694","South",2013,10,15.4151946728105
"695","South",2013,11,14.3604578236663
"696","South",2013,12,12.5168241147499
"697","South",2014,1,11.1190216665357
"698","South",2014,2,7.83873195756917
"699","South",2014,3,7.71450754331461
"700","South",2014,4,7.96721558868453
"701","South",2014,5,9.67715833777062
"702","South",2014,6,11.8251298193341
"703","South",2014,7,14.0372929725001
"704","South",2014,8,16.0227349255786
"705","South",2014,9,17.73956963473
"706","South",2014,10,17.8151001470198
"707","South",2014,11,15.2979478619285
"708","South",2014,12,12.0890381232054
"709","South",2015,1,10.4906566708145
"710","South",2015,2,6.77913216045763
"711","South",2015,3,7.01905536255157
"712","South",2015,4,9.72819472626472
"713","South",2015,5,10.4860019577345
"714","South",2015,6,11.8819985403695
"715","South",2015,7,13.4068571855055
"716","South",2015,8,15.7288764444658
"717","South",2015,9,17.6661095584572
"718","South",2015,10,17.4967840752073
"719","South",2015,11,16.1578877319813
"720","South",2015,12,14.8989487008133
"721","South",2016,1,12.0645135130565
"722","South",2016,2,9.30870086256038
"723","South",2016,3,9.44703553502416
"724","South",2016,4,9.97622644847341
"725","South",2016,5,10.8500758051629
"726","South",2016,6,12.832965966825
"727","South",2016,7,14.2350414352403
"728","South",2016,8,15.3903345634042
"729","South",2016,9,16.9586060184531
"730","South",2016,10,16.8181107341676
"731","South",2016,11,14.8097051827446
"732","South",2016,12,12.5220444133826
"733","South",2017,1,10.4759969886606
"734","South",2017,2,9.00967144171742
"735","South",2017,3,8.25257051875368
"736","South",2017,4,8.65032593242793
"737","South",2017,5,9.97647434183726
"738","South",2017,6,10.5423243825213
"739","South",2017,7,12.1320283516443
"740","South",2017,8,13.4938537476602
"741","South",2017,9,14.921862703581
"742","South",2017,10,16.1412387179129
"743","South",2017,11,15.4468456307592
"744","South",2017,12,13.7647338992181
"745","South",2018,1,9.1668125252996
"746","South",2018,2,8.51333227703149
"747","South",2018,3,7.19369949392558
"748","South",2018,4,8.33948480938693
"749","South",2018,5,8.63599141989706
"750","South",2018,6,9.5160605244864
"751","South",2018,7,10.6531487745825
"752","South",2018,8,11.6713430279282
"753","South",2018,9,14.5503814420828
"754","South",2018,10,15.4757896058072
"755","South",2018,11,14.5504034251929
"756","South",2018,12,11.4302403606656
"757","South",2019,1,9.57763404261522
"758","South",2019,2,8.18774220392379
"759","South",2019,3,6.9305891273506
"760","South",2019,4,8.10872806479091
"761","South",2019,5,9.63513444384896
"762","South",2019,6,11.4136749789647
"763","South",2019,7,12.2938913004086
"764","South",2019,8,14.4842869553181
"765","South",2019,9,17.3774301471376
"766","South",2019,10,18.4794756946525
"767","South",2019,11,16.1165125429233
"768","South",2019,12,12.4324998129425
"769","South",2020,1,10.8940988977761
"770","South",2020,2,8.80486219475408
"771","South",2020,3,9.29149627717575
"772","South",2020,4,10.3006642690865
"773","South",2020,5,11.4696043648147
"774","South",2020,6,12.3718341849817
"775","South",2020,7,13.8264616765353
"776","South",2020,8,15.9831609576677
"777","South",2020,9,17.5902469176005
"778","South",2020,10,17.8290825416683
