"","Region","year","month","bt_temp"
"1","North",1989,1,7.89856793484152
"2","North",1989,2,6.96062275809245
"3","North",1989,3,5.95950141183036
"4","North",1989,4,7.06431703916313
"5","North",1989,5,8.32393890503329
"6","North",1989,6,8.94159715362122
"7","North",1989,7,9.33743067863785
"8","North",1989,8,9.79769273233444
"9","North",1989,9,11.8405936339548
"10","North",1989,10,12.423563732254
"11","North",1989,11,12.8253796791354
"12","North",1989,12,10.6077956921761
"13","North",1990,1,7.67875188470972
"14","North",1990,2,8.07653222120003
"15","North",1990,3,8.03962157118945
"16","North",1990,4,8.56725907398094
"17","North",1990,5,9.55812850958451
"18","North",1990,6,9.9176376811492
"19","North",1990,7,10.1730943657067
"20","North",1990,8,10.6309954334809
"21","North",1990,9,12.1371764012608
"22","North",1990,10,12.1401950167367
"23","North",1990,11,11.1206500034243
"24","North",1990,12,11.3138420334062
"25","North",1991,1,8.90678098261815
"26","North",1991,2,7.55029214650881
"27","North",1991,3,7.33725576608543
"28","North",1991,4,8.03522411301104
"29","North",1991,5,9.15629556644333
"30","North",1991,6,9.93996740641258
"31","North",1991,7,10.281969708244
"32","North",1991,8,10.34631177856
"33","North",1991,9,11.9817711708293
"34","North",1991,10,12.4510470304565
"35","North",1991,11,13.4438004777574
"36","North",1991,12,12.7539119890702
"37","North",1992,1,9.1546653011245
"38","North",1992,2,6.96565706324177
"39","North",1992,3,6.90018813809484
"40","North",1992,4,7.06726985892712
"41","North",1992,5,8.07745023948165
"42","North",1992,6,8.87799970725191
"43","North",1992,7,9.29376582825978
"44","North",1992,8,9.90239882363074
"45","North",1992,9,11.86272892347
"46","North",1992,10,12.2426554745193
"47","North",1992,11,11.4342154472237
"48","North",1992,12,11.1266118285092
"49","North",1993,1,8.10327054054454
"50","North",1993,2,5.95874999038008
"51","North",1993,3,5.14707435184966
"52","North",1993,4,5.44414003522936
"53","North",1993,5,6.68112648079905
"54","North",1993,6,7.86260179823242
"55","North",1993,7,8.92913350757621
"56","North",1993,8,9.73986415919503
"57","North",1993,9,10.6313754568135
"58","North",1993,10,11.267760423646
"59","North",1993,11,11.8843105867951
"60","North",1993,12,10.9839811036816
"61","North",1994,1,8.76779860317431
"62","North",1994,2,6.29734570438401
"63","North",1994,3,6.28128073514057
"64","North",1994,4,6.39147672621407
"65","North",1994,5,6.98419941372595
"66","North",1994,6,7.56253861409786
"67","North",1994,7,8.59096346370524
"68","North",1994,8,10.3283969958568
"69","North",1994,9,12.0851455390948
"70","North",1994,10,12.8767707516247
"71","North",1994,11,12.9831247626728
"72","North",1994,12,11.9271125231903
"73","North",1995,1,9.85308352655223
"74","North",1995,2,8.11143400078637
"75","North",1995,3,6.78822127156555
"76","North",1995,4,7.06538714874006
"77","North",1995,5,7.73682099841373
"78","North",1995,6,8.57720529971865
"79","North",1995,7,9.80145299410476
"80","North",1995,8,11.0270647699379
"81","North",1995,9,11.9024890523425
"82","North",1995,10,13.0358953504883
"83","North",1995,11,13.3115201858838
"84","North",1995,12,11.0208502438236
"85","North",1996,1,7.23060392861793
"86","North",1996,2,5.77129352185005
"87","North",1996,3,5.44787209401006
"88","North",1996,4,5.4697678339633
"89","North",1996,5,6.20218707447766
"90","North",1996,6,7.27940287100917
"91","North",1996,7,8.31458258357502
"92","North",1996,8,8.24938342730394
"93","North",1996,9,9.49765183033639
"94","North",1996,10,10.619224341823
"95","North",1996,11,10.3773192712538
"96","North",1996,12,9.497972799781
"97","North",1997,1,8.94937992081089
"98","North",1997,2,8.24524796572739
"99","North",1997,3,8.0061468744599
"100","North",1997,4,7.17684074138226
"101","North",1997,5,7.75431074587156
"102","North",1997,6,8.3349421773578
"103","North",1997,7,8.80219869131104
"104","North",1997,8,9.52251707258361
"105","North",1997,9,11.1345093140612
"106","North",1997,10,12.6606649766736
"107","North",1997,11,12.472891703107
"108","North",1997,12,10.6620800323587
"109","North",1998,1,8.5664878169636
"110","North",1998,2,6.35588215777195
"111","North",1998,3,5.68079044091151
"112","North",1998,4,5.87085505413456
"113","North",1998,5,6.97976161304528
"114","North",1998,6,7.74591348776147
"115","North",1998,7,8.19406466484167
"116","North",1998,8,8.89264885276709
"117","North",1998,9,9.64856476524771
"118","North",1998,10,10.0767511008938
"119","North",1998,11,10.4010983485015
"120","North",1998,12,10.4512927294999
"121","North",1999,1,10.0646557754069
"122","North",1999,2,9.05160199986894
"123","North",1999,3,7.27814799077242
"124","North",1999,4,7.6109467278104
"125","North",1999,5,7.99085758371116
"126","North",1999,6,8.80848953757798
"127","North",1999,7,10.5229770105534
"128","North",1999,8,11.1819974710269
"129","North",1999,9,12.5639365356697
"130","North",1999,10,13.3971142161172
"131","North",1999,11,13.7967531962141
"132","North",1999,12,12.5269958345546
"133","North",2000,1,10.7078997356378
"134","North",2000,2,7.89642369748814
"135","North",2000,3,7.30481242680675
"136","North",2000,4,8.18285436555352
"137","North",2000,5,8.87775034191773
"138","North",2000,6,9.98016946222018
