"","Region","year","mean","count","sd","se"
"1","North",1989,6.46607159851282,1096,3.06912089248841,0.0927061869126739
"2","North",1990,8.03073035417858,1096,2.86394609858023,0.0865086556129542
"3","North",1991,7.43186932540617,1096,2.4806393009372,0.0749304503639644
"4","North",1992,6.95984414819183,1096,2.87417397636707,0.0868175999598998
"5","North",1993,5.60356227929799,1096,2.4031431935075,0.072589594831696
"6","North",1994,6.33401554312498,1096,3.17448999735047,0.0958889771227536
"7","North",1995,7.50786020289532,1096,2.99793460456813,0.0905559264489338
"8","North",1996,5.65069592732801,1096,2.89572796906445,0.0874686621192979
"9","North",1997,8.16297908997738,1096,2.3997400669776,0.0724867996355402
"10","North",1998,6.05656570637046,1096,1.18247022010845,0.0357178192336255
"11","North",1999,8.22813232637955,1096,3.05498213726283,0.0922791101924759
"12","North",2000,7.63327463926869,1096,2.52891578348101,0.0763886948486135
"13","North",2001,6.99106858036345,1096,2.88047014226282,0.0870077826059444
"14","North",2002,8.59571283014901,1096,2.4528928655795,0.0740923386334272
"15","North",2003,5.68290793246914,1096,2.65692312810478,0.080255298098401
"16","North",2004,5.03744316681958,1096,2.50205602884839,0.075577366288864
"17","North",2005,5.56346246052886,1096,2.27548782626761,0.068733623447606
"18","North",2006,8.39341918753574,1096,2.73260871117579,0.0825414647423898
"19","North",2007,7.50712298324027,1096,2.68297843002361,0.0810423272752788
"20","North",2008,7.25421319447602,1096,2.36983772529256,0.0715835663728282
"21","North",2009,8.47333379336044,1096,3.26628367170382,0.0986617064579943
"22","North",2010,6.46662903892243,1096,2.4919958975186,0.0752734889089574
"23","North",2011,6.22676736948771,1096,2.7133330136251,0.0819592210046536
"24","North",2012,10.4634268367631,1096,2.24980184108464,0.067957749890707
"25","North",2013,7.39331855138291,1096,2.43839068829008,0.0736542843483307
"26","North",2014,7.0218069396675,1096,2.6044553429055,0.0786704506870516
"27","North",2015,7.8151669752178,1096,2.75383054501146,0.0831824936764452
"28","North",2016,8.44315318000333,1096,2.91882089534788,0.0881662094676712
"29","North",2017,7.90030105588188,1096,2.32515919577659,0.0702340020339232
"30","North",2018,7.19915983350642,1096,2.79750643796226,0.0845017722703205
"31","North",2019,7.34717158765431,1096,2.85420602264819,0.0862144458598911
"32","North",2022,8.68311254577037,1180,2.98295746377918,0.0868372490503965
"33","North",2023,8.70044498762274,1180,3.08557005615937,0.0898244171037205
"34","North",2024,6.84914013549318,1180,2.1353530609842,0.0621625309173161
"35","South",1989,7.32921445796623,1566,2.3120375548146,0.0584250382328634
"36","South",1990,8.69411037975764,1566,2.23653662412943,0.0565171346381694
"37","South",1991,8.283171164389,1566,1.81480498841765,0.0458600037065552
"38","South",1992,8.758996791447,1566,2.77808626363902,0.0702020587119388
"39","South",1993,6.38864091063115,1566,1.65661343721206,0.0418625135238995
"40","South",1994,6.48426511414064,1566,2.06100041724109,0.0520813461375259
"41","South",1995,8.10967475380493,1566,2.18103303602805,0.0551145625864606
"42","South",1996,6.15646886693318,1566,2.21595583546246,0.0559970594507114
"43","South",1997,8.47265613382153,1566,2.17470554249033,0.054954667237404
"44","South",1998,7.32532084780414,1566,1.29513211645252,0.0327279041219619
"45","South",1999,8.22833861754095,1566,2.27165672067505,0.0574046171875541
"46","South",2000,7.97342442974101,1566,1.94201877070599,0.0490746876888573
"47","South",2001,7.22009171406648,1566,2.04263601359912,0.05161727885511
"48","South",2002,9.82215695609025,1566,1.95239748826257,0.049336957204674
"49","South",2003,6.77205830341326,1566,1.76884989997485,0.0446987216185224
"50","South",2004,6.16393830673219,1566,1.61025909879806,0.0406911424151312
"51","South",2005,6.29013047466762,1566,1.83169903586784,0.0462869151838924
"52","South",2006,8.96950533502098,1566,2.1451074658625,0.0542067257712286
"53","South",2007,8.01745397160867,1566,1.94800128785355,0.049225865507032
"54","South",2008,9.26448755826326,1566,2.32267200227208,0.0586937700265987
"55","South",2009,7.59432203502128,1566,2.38979724004817,0.0603900204076927
"56","South",2010,6.38480107690938,1566,1.88940634081105,0.0477451750164811
"57","South",2011,7.26345598149914,1566,2.21192801757951,0.0558952767554796
"58","South",2012,10.0027212764786,1566,1.52801576507105,0.0386128587352695
"59","South",2013,8.0024696401057,1566,2.20766449827155,0.0557875379006088
"60","South",2014,7.74153806872421,1566,2.17489249667318,0.0549593915574124
"61","South",2015,6.79356817868619,1566,2.34408185330659,0.0592347955660178
"62","South",2016,9.31755970225893,1566,2.20545897928396,0.0557318045796233
"63","South",2017,8.59380158372619,1566,1.71292014556102,0.0432853803718901
"64","South",2018,7.74798667779014,1566,2.07841872520813,0.0525215056439347
"65","South",2019,7.45028113510897,1566,2.50004826962283,0.0631760567351298
"66","South",2022,9.33067575605027,1852,3.13098179349312,0.0727545319377886
"67","South",2023,9.38580897452464,1852,2.19688831904314,0.051049029318455
"68","South",2024,8.27411158548255,1852,1.89587692720833,0.0440544364510046
"69","All",1989,6.97384083889751,2662,2.6833686135741,0.0520087373327418
"70","All",1990,8.42098321670931,2662,2.53449812036408,0.0491233468057791
"71","All",1991,7.93267273631793,2662,2.15517676970068,0.041771384652105
"72","All",1992,8.01824874598958,2662,2.95341485826748,0.0572427421343573
"73","All",1993,6.06540793544665,2662,2.03465474336447,0.0394354408019677
"74","All",1994,6.42240428400046,2662,2.57885628658855,0.049983091607168
"75","All",1995,7.86189535944095,2662,2.56589292599068,0.0497318372648187
"76","All",1996,5.94823177384254,2662,2.52991428715402,0.0490345034854119
"77","All",1997,8.34515574311785,2662,2.27473166110613,0.0440885836058742
"78","All",1998,6.8029483327736,2662,1.39710798869322,0.0270785840014128
"79","All",1999,8.22825368323858,2662,2.6221103960739,0.0508214377096772
"80","All",2000,7.83337778422724,2662,2.20857860031096,0.0428064127012698
"81","All",2001,7.12579819245171,2662,2.42504301420655,0.0470019007110914
"82","All",2002,9.3172047539747,2662,2.2543656678707,0.0436938523015935
"83","All",2003,6.32363275624768,2662,2.24331032931388,0.0434795790197872
"84","All",2004,5.70013715220769,2662,2.09965381547147,0.0406952452324826
"85","All",2005,5.99094634863603,2662,2.05714721237519,0.0398713872115761
"86","All",2006,8.73231885205936,2662,2.42061741938795,0.0469161243487619
"87","All",2007,7.80734023635256,2662,2.29281319790286,0.0444390378420443
"88","All",2008,8.43681637016754,2662,2.54224854116477,0.0492735645573031
"89","All",2009,7.95622920524657,2662,2.81712588909537,0.0546012052380971
